TYPE,AGE,RACE,FAMSIZE,HISTORIC,START_YEAR,END_YEAR,REHABTOTAL,FY_COMPLT,PARCEL_ID
SF,0,0 - NON-PROFIT,1,0,10/19,09/20,173817,FY21,12
RENTAL,0,0 - NON-PROFIT,1,0,09/18,01/20,199162.796875,FY21,646
SF,0,0 - NON-PROFIT,4,0,08/19,12/20,164985,FY21,768
SF,31,11 - WHITE,6,0,09/20,09/20,0,FY21,710
SF,32,11 - WHITE,4,0,12/20,12/20,0,FY21,768
SF,41,11 - WHITE,2,0,12/20,01/21,0,FY21,277
SF,35,11 - WHITE,4,0,08/19,08/19,0,FY20,845
SF,24,12 - BLACK/AFRICAN AMER,3,0,01/21,01/21,0,FY21,264
SF,24,11 - WHITE,1,0,09/20,09/20,0,FY21,790
SF,42,20 - OTHER MULTI-RACIAL,2,0,10/20,10/20,0,FY21,542
SF,40,11 - WHITE,3,0,02/21,02/21,0,FY21,793
SF,29,12 - BLACK/AFRICAN AMER,4,0,02/21,02/21,0,FY21,723
SF,64,11 - WHITE,1,0,08/20,08/20,0,FY21,534
RENTAL,0,11 - WHITE,2,0,05/21,06/21,475,FY21,780
SF,66,18 - BLACK/AF AM & WHITE,3,0,02/21,02/21,0,FY21,18
SF,28,11 - WHITE,2,0,07/20,07/20,0,FY21,17
SF,29,12 - BLACK/AFRICAN AMER,3,0,12/20,12/20,0,FY21,13
SF,35,12 - BLACK/AFRICAN AMER,4,0,09/20,09/20,0,FY21,12
SF,0,0 - NON-PROFIT,3,0,06/20,11/20,190461,FY21,264
SF,0,0 - NON-PROFIT,2,0,01/18,08/20,154839,FY21,542
SF,0,0 - NON-PROFIT,4,0,06/20,10/20,183800,FY21,723
SF,74,11 - WHITE,2,0,04/21,06/21,0,FY21,766
SF,67,12 - BLACK/AFRICAN AMER,1,0,04/20,07/21,0,FY22,46
SF,56,12 - BLACK/AFRICAN AMER,2,0,11/20,06/21,21828,FY21,135
RENTAL,0,14 - AMER INDIAN,2,0,07/19,7/21,14070,FY21,376
SF,54,16 - AM IND & WHITE,3,0,05/21,7/21,14350,FY21,635
RENTAL,0,0 - NON-PROFIT,,0,12/19,6/21,275389.5625,FY21,644
SF,0,0 - NON-PROFIT,0,0,06/20,01/21,194430,FY21,265
SF,47,11 - WHITE,1,0,07/19,11/20,36335,FY21,110
SF,0,0 - NON-PROFIT,2,0,05/18,10/20,204031,FY21,453
SF,34,11 - WHITE,2,0,01/21,01/21,0,FY21,453
SF,0,0 - NON-PROFIT,4,0,05/18,08/20,75775,FY21,845
OTHER,59,11 - WHITE,0,0,10/18,11/20,65400,FY21,849
SF,0,11 - WHITE,1,0,08/20,01/21,22855,FY21,163
RENTAL,0,11 - WHITE,6,0,02/20,08/20,24845,FY21,613
SF,76,11 - WHITE,1,0,10/20,01/21,6400,FY21,413
SF,65,11 - WHITE,1,0,08/19,04/20,54550.75,FY21,517
SF,51,11 - WHITE,1,0,11/19,06/20,5226.7998046875,FY21,1002
SF,35,11 - WHITE,3,0,08/19,02/20,38347.5,FY21,108
SF,35,11 - WHITE,4,0,03/21,07/21,0,FY21,868
RENTAL,0,12 - BLACK/AFRICAN AMER,5,0,08/19,07/20,25345,FY21,109
OTHER,0,0 - NON-PROFIT,,0,07/19,03/21,100000,FY21,850
OTHER,0,0 - NON-PROFIT,0,0,04/15,02/16,0,FY16,575
SF,39,12 - BLACK/AFRICAN AMER,2,0,03/21,09/21,2082,FY22,15
SF,79,12 - BLACK/AFRICAN AMER,1,0,12/20,09/21,29140,FY22,858
SF,26,11 - WHITE,1,0,08/20,08/21,37055,FY22,351
SF,29,11 - WHITE,4,0,12/19,01/20,475,FY20,912
RENTAL,54,20 - OTHER MULTI-RACIAL,5,0,01/19,04/19,385,FY19,808
RENTAL,27,12 - BLACK/AFRICAN AMER,2,0,04/19,05/19,385,FY19,394
RENTAL,24,12 - BLACK/AFRICAN AMER,4,0,09/19,01/20,475,FY20,935
SF,53,12 - BLACK/AFRICAN AMER,1,0,07/21,12/21,16625,FY22,9
RENTAL,65,11 - WHITE,1,0,01/22,02/22,0,FY22,865
SF,34,12 - BLACK/AFRICAN AMER,2,0,12/21,04/22,11761.8203125,FY22,356
SF,69,12 - BLACK/AFRICAN AMER,2,0,10/21,04/22,17933.970703125,FY22,1080
SF,90,11 - WHITE,2,0,10/21,04/22,16457,FY22,903
SF,63,12 - BLACK/AFRICAN AMER,1,0,07/21,11/21,6400,FY22,880
SF,75,11 - WHITE,2,0,09/20,05/22,33034.5,FY22,883
RENTAL,28,12 - BLACK/AFRICAN AMER,8,0,06/21,08/21,950,FY22,282
SF,31,11 - WHITE,4,0,05/21,03/22,26010,FY22,651
SF,81,12 - BLACK/AFRICAN AMER,1,0,04/21,04/22,19692,FY22,73
SF,64,12 - BLACK/AFRICAN AMER,2,0,05/21,12/21,20209,FY22,496
RENTAL,40,11 - WHITE,1,0,10/19,02/20,3900,FY20,325
SF,59,11 - WHITE,1,0,07/20,05/22,25878,FY22,179
SF,68,11 - WHITE,1,0,05/22,06/22,0,FY22,760
SF,67,11 - WHITE,2,0,01/22,06/22,4900,FY22,326
SF,50,11 - WHITE,2,0,04/22,6/22,8078,FY22,119
RENTAL,63,11 - WHITE,2,0,05/22,08/22,0,FY23,183
SF,0,0 - NON-PROFIT,1,0,10/20,10/21,176598,FY22,252
RENTAL,55,11 - WHITE,3,0,04/21,10/21,20244,FY22,791
SF,26,11 - WHITE,1,0,10/21,10/21,0,FY22,252
SF,24,11 - WHITE,1,0,10/21,11/21,0,FY22,251
SF,0,0 - NON-PROFIT,1,0,10/20,09/21,189026,FY22,251
SF,22,11 - WHITE,1,0,11/21,12/21,0,FY22,265
SF,43,12 - BLACK/AFRICAN AMER,3,0,04/22,04/22,0,FY22,254
RENTAL,0,11 - WHITE,3,0,06/22,8/22,0,FY23,953
RENTAL,,11 - WHITE,4,0,05/22,08/22,0,FY23,837
SF,71,12 - BLACK/AFRICAN AMER,1,0,08/21,10/21,0,FY22,481
SF,62,11 - WHITE,4,0,07/22,11/22,8550,FY23,1004
SF,52,11 - WHITE,2,0,10/22,12/22,9550,FY23,126
SF,0,0 - NON-PROFIT,2,0,07/20,04/22,198398,FY22,254
RENTAL,60,11 - WHITE,1,0,10/19,08/22,42706,FY23,495
SF,71,20 - OTHER MULTI-RACIAL,1,0,12/22,02/23,14485,FY23,882
SF,80,11 - WHITE,2,0,10/22,03/23,22805,FY23,960
SF,45,11 - WHITE,2,0,08/22,03/23,15182,FY23,357
SF,42,12 - BLACK/AFRICAN AMER,4,0,10/22,01/23,6870,FY23,930
SF,58,11 - WHITE,1,0,09/20,07/22,25914,FY23,708
SF,21,11 - WHITE,2,0,03/23,04/23,0,FY23,16
SF,39,11 - WHITE,1,0,04/23,05/23,,FY23,759
SF,30,11 - WHITE,1,0,04/23,05/23,0,FY23,645
SF,36,11 - WHITE,1,0,12/22,04/23,0,FY23,334
RENTAL,38,11 - WHITE,4,0,03/22,11/22,41992,FY23,548
SF,49,11 - WHITE,1,0,02/23,03/23,0,FY23,148
SF,22,12 - BLACK/AFRICAN AMER,1,0,01/23,02/23,0,FY23,988
SF,57,11 - WHITE,1,0,07/22,06/23,5605,FY23,1028
SF,52,11 - WHITE,,0,08/21,08/22,30909.58984375,FY23,539
SF,67,11 - WHITE,1,0,06/23,06/23,0,FY23,147
SF,35,12 - BLACK/AFRICAN AMER,1,0,03/23,06/23,6842,FY23,967
SF,29,20 - OTHER MULTI-RACIAL,3,0,02/22,03/23,9461.4501953125,FY22,803
SF,0,0 - NON-PROFIT,,0,05/22,02/23,199999,FY23,148
SF,0,20 - OTHER MULTI-RACIAL,,0,05/22,03/23,210981,FY23,16
SF,29,12 - BLACK/AFRICAN AMER,6,0,02/23,06/23,12415,FY23,715
RENTAL,0,20 - OTHER MULTI-RACIAL,5,0,12/22,06/23,475,FY23,124
SF,0,0 - NON-PROFIT,,0,50/22,10/22,199999,FY23,147
RENTAL,0,20 - OTHER MULTI-RACIAL,,0,05/22,07/23,5300,FY23,724
SF,68,11 - WHITE,1,0,08/22,07/23,1325,FY23,765
RENTAL,0,12 - BLACK/AFRICAN AMER,2,0,05/22,05/22,1325,FY22,833
RENTAL,53,14 - AMER INDIAN,2,0,05/21,10/21,850,FY22,275
SF,67,11 - WHITE,1,0,10/22,08/23,8700,FY24,371
RENTAL,56,12 - BLACK/AFRICAN AMER,1,0,06/22,09/22,850,FY23,921
RENTAL,46,12 - BLACK/AFRICAN AMER,5,0,07/22,07/22,850,FY23,996
RENTAL,0,20 - OTHER MULTI-RACIAL,,0,06/22,07/22,850,FY23,991
RENTAL,37,12 - BLACK/AFRICAN AMER,4,0,07/22,09/23,33345,FY24,606
SF,66,12 - BLACK/AFRICAN AMER,2,0,10/23,11/23,475,FY24,1042
SF,61,11 - WHITE,1,0,10/23,12/23,1695,FY24,297
SF,67,12 - BLACK/AFRICAN AMER,1,0,11/23,02/24,3250,FY24,428
SF,29,20 - OTHER MULTI-RACIAL,3,0,02/22,02/24,61008,FY24,803
SF,,0 - NON-PROFIT,0,0,01/21,02/23,245787.140625,FY23,645
RENTAL,73,12 - BLACK/AFRICAN AMER,0,0,01/23,03/24,1425,FY24,492
SF,48,12 - BLACK/AFRICAN AMER,1,0,11/23,11/23,615,FY24,97
RENTAL,0,0 - NON-PROFIT,0,0,01/24,05/24,70448,FY24,621
RENTAL,37,12 - BLACK/AFRICAN AMER,3,0,07/22,06/24,13680,FY24,996
SF,72,11 - WHITE,1,0,07/21,06/24,79895,FY24,691
SF,42,11 - WHITE,2,0,02/23,06/24,27600,FY24,679
RENTAL,37,12 - BLACK/AFRICAN AMER,6,0,02/23,09/24,13888,FY25,500
SF,28,11 - WHITE,5,0,06/24,10/24,59995,FY25,598
SF,31,11 - WHITE,3,0,09/24,09/24,0,FY25,647
RENTAL,31,18 - BLACK/AF AM & WHITE,4,0,11/24,2/25,17130,FY25,955
RENTAL,33,12 - BLACK/AFRICAN AMER,3,0,05/24,11/24,39445,FY25,636
SF,76,12 - BLACK/AFRICAN AMER,1,0,06/24,12/24,27445,FY25,520
SF,74,11 - WHITE,2,0,07/24,01/25,22970,FY25,691
SF,0,0 - NON-PROFIT,,0,04/23,01/25,214991.5,FY25,19
RENTAL,28,12 - BLACK/AFRICAN AMER,2,0,02/24,11/24,57100,FY25,183
